Age,Gender,Sport,WatchTime,PreviousClicks,Device,AdCategory
47,F,Cricket,122,19,Mobile,Food
24,F,Football,54,15,TV,Gaming
24,F,Cricket,40,9,TV,Gaming
20,M,Football,92,15,Laptop,Gaming
51,M,Cricket,66,1,TV,Food
29,M,Football,59,2,TV,Travel
33,M,Cricket,50,0,TV,Food
42,F,Football,176,0,Laptop,Sports
24,F,Cricket,140,20,Mobile,Gaming
30,M,Football,41,11,TV,Travel
53,M,Cricket,14,19,Mobile,Food
48,F,Football,65,6,Laptop,Travel
59,M,Cricket,166,6,Mobile,Food
53,M,Cricket,28,8,Laptop,Food
34,M,Cricket,104,4,Laptop,Food
32,F,Football,11,16,Mobile,Travel
59,F,Football,79,7,Mobile,Travel
34,F,Cricket,6,14,Laptop,Food
36,M,Football,27,15,TV,Travel
47,F,Cricket,45,8,Laptop,Food
36,M,Football,62,2,Mobile,Travel
56,M,Cricket,174,13,Laptop,Food
30,M,Cricket,124,11,Laptop,Sports
46,M,Football,64,9,TV,Travel
53,F,Football,72,9,Mobile,Travel
39,F,Football,93,11,Mobile,Travel
25,F,Cricket,118,9,Laptop,Sports
29,M,Football,84,6,Laptop,Travel
30,M,Football,36,18,Laptop,Travel
24,F,Cricket,31,4,TV,Travel
26,M,Football,49,4,Laptop,Travel
24,M,Cricket,60,7,Mobile,Travel
59,F,Cricket,27,1,Laptop,Food
28,F,Cricket,156,12,Laptop,Sports
38,F,Cricket,120,19,Laptop,Food
58,M,Football,144,1,TV,Sports
57,F,Cricket,92,7,TV,Food
60,F,Football,108,17,TV,Sports
31,F,Cricket,129,14,Mobile,Food
25,F,Cricket,134,0,Laptop,Sports
56,M,Cricket,96,18,Laptop,Food
24,F,Football,6,17,Laptop,Gaming
36,M,Cricket,93,17,Mobile,Food
47,M,Cricket,30,20,Mobile,Food
46,F,Football,77,12,TV,Travel
45,M,Football,163,16,Mobile,Sports
45,M,Football,5,4,Mobile,Travel
52,M,Football,110,3,TV,Sports
36,M,Cricket,46,12,Mobile,Food
29,M,Football,49,10,Laptop,Travel
18,M,Cricket,31,9,Laptop,Gaming
50,F,Cricket,32,19,TV,Food
19,F,Cricket,122,3,Laptop,Sports
19,F,Football,41,16,Mobile,Gaming
47,F,Cricket,63,14,TV,Food
55,M,Cricket,60,3,TV,Food
33,F,Cricket,127,15,Laptop,Food
43,F,Cricket,41,13,TV,Food
37,M,Cricket,39,9,Laptop,Food
18,M,Football,124,7,Mobile,Sports
27,F,Cricket,153,18,Laptop,Sports
45,F,Cricket,88,7,Mobile,Food
33,M,Cricket,108,16,Mobile,Food
58,M,Cricket,158,8,Laptop,Food
47,F,Cricket,159,3,Mobile,Food
32,M,Cricket,136,5,Laptop,Food
54,M,Cricket,141,19,Laptop,Food
19,M,Cricket,112,14,Laptop,Gaming
20,F,Football,135,0,Laptop,Sports
34,F,Cricket,65,10,Mobile,Food
60,M,Cricket,33,2,Mobile,Food
21,M,Football,91,15,TV,Gaming
30,F,Cricket,121,19,Laptop,Sports
22,M,Cricket,154,11,TV,Gaming
59,M,Cricket,92,7,Laptop,Food
18,F,Cricket,139,20,Mobile,Gaming
31,F,Cricket,137,11,TV,Food
45,F,Football,144,9,Mobile,Sports
51,M,Football,91,3,Laptop,Travel
54,M,Football,124,17,Laptop,Sports
46,F,Cricket,17,8,TV,Food
39,M,Football,126,10,TV,Sports
51,F,Cricket,35,15,TV,Food
51,M,Football,129,2,Mobile,Sports
28,F,Cricket,143,13,Laptop,Sports
26,F,Football,161,8,TV,Sports
56,F,Cricket,23,17,Laptop,Food
48,F,Football,111,15,TV,Sports
29,M,Football,28,17,Laptop,Travel
53,M,Cricket,18,9,Mobile,Food
59,F,Football,39,13,TV,Travel
18,M,Cricket,131,0,TV,Sports
50,F,Cricket,155,16,Laptop,Food
43,M,Cricket,37,0,Laptop,Food
19,F,Cricket,97,0,Mobile,Travel
31,M,Football,59,20,Mobile,Travel
22,M,Cricket,28,6,Mobile,Travel
52,M,Football,169,5,TV,Sports
26,F,Cricket,158,3,TV,Sports
59,M,Football,133,12,Laptop,Sports
27,F,Cricket,21,0,Laptop,Travel
52,F,Cricket,130,17,Laptop,Food
40,F,Cricket,128,20,Mobile,Food
60,M,Football,131,0,Laptop,Sports
42,F,Football,34,15,TV,Travel
28,F,Cricket,74,6,TV,Travel
37,F,Cricket,51,1,Laptop,Food
27,M,Cricket,36,19,TV,Travel
25,M,Cricket,128,2,Laptop,Sports
35,F,Football,118,13,Laptop,Sports
32,F,Football,107,9,Mobile,Sports
51,F,Cricket,28,13,TV,Food
55,M,Cricket,32,18,TV,Food
33,F,Football,120,9,Laptop,Sports
28,M,Cricket,151,10,TV,Sports
38,F,Cricket,173,20,Laptop,Food
43,F,Football,19,3,Laptop,Travel
55,F,Cricket,99,20,Mobile,Food
36,M,Football,170,19,Laptop,Sports
19,F,Cricket,160,16,Mobile,Gaming
38,F,Cricket,104,2,TV,Food
48,M,Football,26,1,TV,Travel
42,F,Cricket,33,15,TV,Food
27,F,Football,78,19,Mobile,Travel
22,F,Football,70,20,Laptop,Gaming
24,F,Cricket,173,8,Mobile,Sports
52,M,Cricket,172,10,Mobile,Food
44,M,Cricket,168,4,TV,Food
50,M,Football,51,7,TV,Travel
21,F,Cricket,6,4,TV,Travel
52,F,Football,71,19,Mobile,Travel
28,F,Football,96,7,TV,Travel
45,F,Cricket,130,5,Laptop,Food
18,F,Football,167,6,Mobile,Sports
37,M,Cricket,110,0,Laptop,Food
51,M,Football,42,9,Mobile,Travel
59,M,Cricket,6,6,TV,Food
40,M,Football,10,0,Laptop,Travel
29,F,Cricket,34,19,TV,Travel
60,F,Football,142,7,Mobile,Sports
48,M,Football,31,18,Mobile,Travel
25,M,Football,88,1,TV,Travel
34,F,Football,103,1,Laptop,Sports
48,F,Cricket,102,19,Laptop,Food
29,F,Cricket,73,4,Mobile,Travel
23,F,Cricket,98,1,Laptop,Travel
48,M,Cricket,33,10,Mobile,Food
47,F,Football,145,5,TV,Sports
19,M,Cricket,158,0,Laptop,Sports
18,F,Cricket,108,0,Laptop,Sports
55,M,Cricket,168,3,TV,Food
39,F,Football,140,20,Laptop,Sports
39,F,Cricket,60,15,Mobile,Food
27,M,Cricket,32,9,TV,Travel
45,M,Cricket,148,16,Mobile,Food
39,F,Football,50,16,Laptop,Travel
42,M,Football,163,18,TV,Sports
50,M,Cricket,42,5,Mobile,Food
26,M,Football,35,9,Mobile,Travel
29,F,Football,166,2,Laptop,Sports
47,F,Cricket,174,19,Mobile,Food
20,F,Football,56,2,TV,Travel
19,F,Cricket,123,17,Mobile,Gaming
43,F,Football,6,6,Laptop,Travel
42,M,Football,110,7,Laptop,Sports
21,M,Cricket,116,12,TV,Gaming
26,M,Cricket,105,15,Laptop,Sports
18,M,Football,51,19,TV,Gaming
46,M,Cricket,77,13,TV,Food
38,M,Cricket,169,11,TV,Food
21,M,Football,139,16,TV,Gaming
41,F,Cricket,98,6,Mobile,Food
25,M,Football,91,16,TV,Travel
33,F,Cricket,132,5,Laptop,Food
29,F,Football,175,2,Laptop,Sports
24,F,Cricket,16,11,Laptop,Gaming
32,F,Football,25,19,Mobile,Travel
57,F,Cricket,34,19,TV,Food
47,F,Football,45,6,Laptop,Travel
22,F,Football,151,12,Mobile,Gaming
47,F,Football,18,17,Laptop,Travel
28,M,Cricket,104,7,TV,Sports
24,M,Cricket,171,0,Laptop,Sports
51,F,Football,12,2,Mobile,Travel
41,M,Football,163,0,Mobile,Sports
48,F,Cricket,86,8,Laptop,Food
33,M,Football,42,4,Mobile,Travel
23,F,Football,135,12,Mobile,Gaming
53,M,Cricket,103,0,TV,Food
47,M,Football,89,13,Mobile,Travel
27,M,Cricket,66,15,Laptop,Travel
53,M,Football,173,13,TV,Sports
20,M,Cricket,148,20,Mobile,Gaming
47,M,Football,75,8,TV,Travel
18,M,Cricket,19,18,Laptop,Gaming
47,M,Cricket,25,0,Mobile,Food
41,M,Cricket,19,16,Laptop,Food
33,F,Cricket,121,1,Laptop,Food
45,M,Football,71,10,Mobile,Travel
39,M,Cricket,147,14,Laptop,Food
24,M,Cricket,48,7,Laptop,Travel
46,M,Cricket,141,1,Mobile,Food
26,M,Cricket,26,9,Mobile,Travel
59,M,Football,174,18,Mobile,Sports
33,M,Football,83,14,Mobile,Travel
29,M,Football,66,6,Laptop,Travel
29,F,Cricket,97,8,Laptop,Travel
43,M,Cricket,37,4,TV,Food
43,F,Cricket,166,9,Mobile,Food
34,M,Football,45,13,Mobile,Travel
60,F,Cricket,50,3,TV,Food
47,M,Football,170,2,Laptop,Sports
21,F,Football,57,1,TV,Travel
45,F,Football,159,17,Mobile,Sports
48,M,Football,158,1,Mobile,Sports
34,F,Cricket,118,19,Laptop,Food
31,F,Football,100,18,Laptop,Travel
41,M,Cricket,162,2,Mobile,Food
18,M,Cricket,137,15,Laptop,Gaming
41,F,Football,85,13,Mobile,Travel
42,M,Football,134,15,Mobile,Sports
26,M,Football,73,6,TV,Travel
28,M,Cricket,104,2,Laptop,Sports
49,F,Cricket,162,16,Laptop,Food
49,M,Football,79,15,TV,Travel
36,M,Cricket,93,1,Mobile,Food
35,M,Cricket,131,17,TV,Food
51,M,Football,88,12,TV,Travel
53,M,Football,59,17,Mobile,Travel
31,F,Cricket,90,4,TV,Food
38,F,Cricket,24,1,Mobile,Food
35,F,Football,124,11,Laptop,Sports
27,F,Cricket,140,0,TV,Sports
43,F,Football,37,5,Laptop,Travel
29,F,Football,148,11,Mobile,Sports
21,F,Football,52,9,TV,Gaming
49,M,Football,132,11,Mobile,Sports
26,M,Cricket,126,6,Laptop,Sports
42,M,Football,168,13,TV,Sports
47,F,Cricket,44,18,TV,Food
35,F,Football,32,16,Laptop,Travel
20,F,Football,9,2,Laptop,Travel
54,F,Cricket,171,17,Laptop,Food
57,F,Football,81,15,Laptop,Travel
38,M,Football,107,13,Mobile,Sports
38,M,Football,35,16,TV,Travel
46,M,Football,29,7,Laptop,Travel
39,M,Football,48,0,Laptop,Travel
43,M,Cricket,119,20,Mobile,Food
20,F,Football,123,5,Laptop,Sports
43,F,Cricket,91,5,Mobile,Food
41,M,Football,101,13,Laptop,Sports
32,M,Football,77,10,TV,Travel
35,M,Football,24,10,Mobile,Travel
20,F,Cricket,165,15,Mobile,Gaming
30,M,Cricket,76,11,Mobile,Travel
51,M,Football,16,13,Mobile,Travel
25,M,Cricket,23,13,TV,Travel
57,F,Football,46,6,TV,Travel
30,M,Cricket,16,8,TV,Travel
19,F,Football,86,11,TV,Gaming
48,F,Football,55,7,TV,Travel
19,M,Football,136,3,Laptop,Sports
22,F,Cricket,86,3,TV,Travel
43,F,Football,168,8,TV,Sports
25,F,Football,5,3,Mobile,Travel
58,M,Football,90,2,TV,Travel
20,M,Football,34,10,Laptop,Gaming
28,F,Football,75,4,TV,Travel
40,M,Cricket,43,6,TV,Food
26,F,Cricket,120,20,Mobile,Sports
35,M,Football,172,7,Laptop,Sports
39,F,Football,179,2,Laptop,Sports
43,M,Cricket,178,19,Mobile,Food
30,M,Cricket,12,7,Mobile,Travel
49,F,Football,54,0,Mobile,Travel
26,M,Football,116,16,TV,Sports
50,F,Football,164,17,Laptop,Sports
45,F,Cricket,98,2,Mobile,Food
44,F,Cricket,118,1,TV,Food
44,F,Football,6,1,Mobile,Travel
37,M,Football,55,7,TV,Travel
28,M,Football,36,16,TV,Travel
20,F,Cricket,104,14,Mobile,Gaming
28,F,Football,148,1,Laptop,Sports
59,F,Football,130,7,Mobile,Sports
41,M,Cricket,30,5,TV,Food
53,M,Cricket,11,17,Laptop,Food
40,M,Football,157,1,TV,Sports
56,M,Football,90,18,Mobile,Travel
32,M,Football,43,18,Laptop,Travel
51,M,Football,35,13,Laptop,Travel
20,M,Cricket,88,6,TV,Travel
31,F,Cricket,66,5,Laptop,Food
31,F,Football,72,2,Mobile,Travel
48,F,Football,20,11,Mobile,Travel
58,F,Cricket,91,20,TV,Food
37,F,Football,73,7,Laptop,Travel
41,M,Football,14,9,Laptop,Travel
19,F,Cricket,176,5,TV,Sports
36,M,Cricket,9,17,TV,Food
33,M,Cricket,164,9,Mobile,Food
52,F,Football,89,12,Laptop,Travel
29,F,Cricket,32,16,Laptop,Travel
25,F,Football,121,2,TV,Sports
53,F,Cricket,106,2,TV,Food
46,M,Cricket,118,19,TV,Food
27,F,Cricket,57,19,Mobile,Travel
29,M,Cricket,78,13,Laptop,Travel
38,F,Cricket,174,4,Laptop,Food
44,F,Cricket,50,15,Mobile,Food
29,M,Cricket,116,15,Mobile,Sports
23,M,Football,132,16,TV,Gaming
41,F,Football,9,9,TV,Travel
39,M,Cricket,143,3,TV,Food
23,F,Football,103,14,Mobile,Gaming
21,M,Football,76,17,TV,Gaming
31,M,Football,93,6,Mobile,Travel
50,F,Football,101,2,Mobile,Sports
58,F,Football,76,6,Mobile,Travel
19,F,Cricket,80,7,Mobile,Travel
23,F,Football,27,19,Laptop,Gaming
58,M,Football,108,5,TV,Sports
52,M,Cricket,119,2,Mobile,Food
60,F,Cricket,46,10,TV,Food
51,M,Football,91,1,TV,Travel
39,M,Cricket,78,1,TV,Food
50,F,Cricket,63,10,Laptop,Food
36,F,Cricket,79,16,Mobile,Food
36,F,Cricket,147,8,Mobile,Food
41,M,Football,89,16,Mobile,Travel
59,M,Cricket,107,7,Laptop,Food
18,F,Football,114,6,TV,Sports
46,F,Football,66,12,TV,Travel
33,M,Football,172,0,TV,Sports
47,M,Cricket,63,0,TV,Food
42,F,Cricket,18,3,Mobile,Food
22,F,Cricket,86,11,TV,Gaming
30,F,Cricket,23,1,TV,Travel
44,F,Football,119,19,Mobile,Sports
39,M,Football,59,17,Laptop,Travel
59,M,Cricket,22,1,Laptop,Food
55,M,Cricket,137,17,Laptop,Food
52,M,Football,44,0,Mobile,Travel
51,M,Football,164,4,TV,Sports
44,F,Cricket,43,0,Mobile,Food
49,M,Football,132,2,Mobile,Sports
32,M,Football,27,8,Laptop,Travel
25,F,Football,84,20,Laptop,Travel
36,M,Cricket,119,0,Laptop,Food
21,M,Football,158,19,TV,Gaming
41,F,Cricket,37,5,Laptop,Food
43,M,Football,46,15,Mobile,Travel
45,M,Football,129,14,Mobile,Sports
22,M,Cricket,90,11,Laptop,Gaming
56,M,Football,7,8,TV,Travel
58,M,Cricket,93,14,TV,Food
26,M,Football,138,1,TV,Sports
28,F,Football,63,10,Mobile,Travel
31,F,Football,135,19,Laptop,Sports
57,F,Football,165,3,Laptop,Sports
49,M,Cricket,19,16,TV,Food
59,M,Cricket,61,1,TV,Food
46,F,Football,62,19,Laptop,Travel
34,F,Cricket,97,3,Laptop,Food
21,F,Cricket,125,4,Laptop,Sports
47,M,Cricket,66,8,TV,Food
44,M,Football,92,12,Mobile,Travel
26,F,Cricket,94,19,Mobile,Travel
59,F,Football,92,9,Mobile,Travel
22,F,Cricket,5,5,Laptop,Travel
45,F,Cricket,25,9,Mobile,Food
59,M,Football,61,0,Mobile,Travel
51,F,Football,84,19,Laptop,Travel
45,F,Football,116,1,Laptop,Sports
28,F,Football,125,5,TV,Sports
56,F,Cricket,8,18,Mobile,Food
31,F,Cricket,34,19,Mobile,Food
53,M,Cricket,121,8,TV,Food
51,F,Football,106,20,Laptop,Sports
51,M,Cricket,112,14,Laptop,Food
60,F,Cricket,179,18,Mobile,Food
34,F,Football,104,7,Mobile,Sports
49,M,Cricket,125,16,Mobile,Food
43,M,Football,50,5,Mobile,Travel
26,F,Football,167,3,Laptop,Sports
46,F,Cricket,24,20,Laptop,Food
58,M,Football,14,15,Laptop,Travel
26,F,Football,173,5,Mobile,Sports
52,M,Cricket,91,20,Laptop,Food
41,F,Football,30,15,Laptop,Travel
45,F,Football,55,5,Mobile,Travel
25,F,Football,74,11,TV,Travel
22,M,Cricket,47,18,Mobile,Gaming
34,M,Cricket,121,4,Mobile,Food
22,M,Football,52,8,Mobile,Travel
30,M,Football,39,2,Mobile,Travel
57,F,Football,86,10,Mobile,Travel
54,M,Football,69,2,Mobile,Travel
40,F,Football,97,16,TV,Travel
60,M,Cricket,161,15,Mobile,Food
37,M,Football,55,14,Laptop,Travel
37,F,Football,11,16,Laptop,Travel
21,M,Cricket,12,2,Mobile,Travel
59,F,Cricket,164,1,Laptop,Food
23,M,Football,127,0,Laptop,Sports
48,F,Cricket,161,11,TV,Food
43,M,Cricket,133,9,Mobile,Food
52,M,Cricket,5,13,Mobile,Food
27,F,Cricket,137,1,TV,Sports
57,M,Cricket,97,15,Laptop,Food
40,F,Football,159,7,Mobile,Sports
52,F,Football,123,1,Laptop,Sports
56,F,Football,45,16,Laptop,Travel
24,M,Cricket,164,10,Mobile,Gaming
30,F,Football,143,19,Mobile,Sports
44,M,Cricket,80,4,TV,Food
35,M,Cricket,158,14,Laptop,Food
34,M,Football,5,8,Laptop,Travel
36,F,Cricket,21,14,Laptop,Food
53,F,Football,53,8,Mobile,Travel
29,M,Cricket,108,7,Laptop,Sports
50,M,Football,102,19,Laptop,Sports
59,F,Cricket,25,15,Mobile,Food
55,F,Cricket,81,7,Laptop,Food
50,F,Cricket,163,16,Mobile,Food
24,M,Cricket,147,13,TV,Gaming
59,F,Football,134,16,TV,Sports
50,M,Football,11,9,Mobile,Travel
54,M,Football,95,17,TV,Travel
47,F,Football,153,9,Laptop,Sports
32,F,Football,154,16,Mobile,Sports
18,F,Cricket,106,1,TV,Sports
48,M,Cricket,57,18,Laptop,Food
31,F,Football,44,6,TV,Travel
60,M,Football,127,16,Laptop,Sports
20,M,Football,119,5,TV,Sports
43,F,Cricket,74,11,TV,Food
48,F,Football,55,15,Laptop,Travel
24,F,Football,49,18,Laptop,Gaming
39,M,Football,167,18,TV,Sports
47,M,Football,120,19,Mobile,Sports
41,F,Cricket,72,5,TV,Food
58,M,Cricket,10,13,TV,Food
53,M,Football,56,6,TV,Travel
36,F,Cricket,91,19,Laptop,Food
45,F,Cricket,108,1,Mobile,Food
26,M,Cricket,56,5,TV,Travel
25,M,Football,128,13,Laptop,Sports
47,M,Football,42,3,TV,Travel
38,F,Cricket,41,9,TV,Food
49,F,Football,81,18,Mobile,Travel
46,F,Cricket,13,0,Laptop,Food
55,F,Football,175,6,Laptop,Sports
58,M,Football,54,13,TV,Travel
55,F,Cricket,35,17,TV,Food
19,M,Cricket,115,0,Laptop,Sports
47,M,Football,130,4,Mobile,Sports
23,F,Cricket,146,1,Laptop,Sports
38,F,Cricket,133,8,Mobile,Food
57,F,Football,175,7,TV,Sports
59,F,Cricket,78,9,Laptop,Food
51,M,Football,141,12,Laptop,Sports
36,M,Football,70,14,TV,Travel
43,M,Cricket,175,9,Laptop,Food
44,F,Football,180,17,Mobile,Sports
45,F,Cricket,28,9,Laptop,Food
52,M,Football,78,4,TV,Travel
47,M,Cricket,91,8,Laptop,Food
26,M,Football,127,15,Mobile,Sports
51,M,Football,136,2,Mobile,Sports
51,M,Football,144,16,Laptop,Sports
50,M,Cricket,170,7,Mobile,Food
50,F,Cricket,11,19,Mobile,Food
33,M,Cricket,110,8,TV,Food
41,F,Football,92,2,TV,Travel
52,M,Football,43,9,TV,Travel
52,M,Football,79,5,Mobile,Travel
48,F,Football,50,17,TV,Travel
48,M,Cricket,50,1,TV,Food
33,F,Cricket,141,20,Laptop,Food
24,M,Football,135,18,TV,Gaming
39,F,Cricket,29,20,TV,Food
44,M,Cricket,166,2,TV,Food
30,F,Cricket,21,7,Mobile,Travel
42,M,Football,67,2,Mobile,Travel
50,F,Football,149,4,TV,Sports
33,F,Cricket,56,15,Laptop,Food
55,F,Football,162,1,Laptop,Sports
22,F,Cricket,76,2,TV,Travel
31,M,Football,53,14,Laptop,Travel
49,F,Football,36,10,Laptop,Travel
54,F,Cricket,81,10,TV,Food
50,M,Football,41,18,TV,Travel
46,F,Football,59,5,Mobile,Travel
33,F,Cricket,151,15,Mobile,Food
49,F,Cricket,57,15,Laptop,Food
44,M,Cricket,174,20,Mobile,Food
51,F,Football,55,7,Mobile,Travel
58,M,Cricket,164,14,Laptop,Food
30,F,Football,175,16,Laptop,Sports
21,F,Football,48,2,TV,Travel
59,F,Football,13,14,Mobile,Travel
53,F,Football,173,12,TV,Sports
54,F,Cricket,123,5,Mobile,Food
28,M,Cricket,138,11,TV,Sports
37,F,Football,7,3,TV,Travel
18,M,Cricket,90,7,Mobile,Travel
58,F,Cricket,152,2,TV,Food
51,M,Cricket,149,17,Laptop,Food
19,F,Football,138,20,Laptop,Gaming
53,M,Cricket,171,11,Laptop,Food
25,F,Cricket,120,4,Laptop,Sports
25,M,Cricket,59,8,Mobile,Travel
30,M,Football,20,1,TV,Travel
31,F,Cricket,51,16,TV,Food
56,F,Football,51,8,Laptop,Travel
24,M,Cricket,99,13,Laptop,Gaming
36,M,Cricket,118,5,Mobile,Food
25,M,Cricket,30,5,Mobile,Travel
22,F,Cricket,51,13,TV,Gaming
48,F,Cricket,154,9,Laptop,Food
21,F,Football,155,10,TV,Gaming
32,M,Football,114,8,TV,Sports
48,M,Cricket,59,9,Laptop,Food
52,F,Cricket,141,13,TV,Food
20,M,Football,57,9,Mobile,Gaming
43,M,Football,167,18,TV,Sports
44,M,Football,60,15,Mobile,Travel
46,F,Cricket,119,12,Laptop,Food
33,M,Football,179,8,Mobile,Sports
36,F,Football,58,19,Mobile,Travel
21,F,Cricket,54,19,TV,Gaming
18,F,Football,86,9,TV,Gaming
45,F,Football,168,1,Mobile,Sports
36,F,Cricket,114,5,TV,Food
23,M,Cricket,147,2,Mobile,Sports
22,M,Cricket,30,14,TV,Gaming
30,F,Cricket,119,10,Mobile,Sports
34,M,Cricket,85,7,Mobile,Food
31,M,Football,106,11,TV,Sports
57,F,Football,80,19,Mobile,Travel
48,F,Cricket,76,6,Mobile,Food
18,F,Football,42,18,Mobile,Gaming
27,F,Football,149,13,TV,Sports
28,F,Cricket,76,6,Mobile,Travel
58,M,Cricket,91,13,Laptop,Food
54,F,Cricket,137,0,TV,Food
46,F,Football,47,9,TV,Travel
52,F,Cricket,8,2,Mobile,Food
52,M,Cricket,112,5,Laptop,Food
51,F,Cricket,62,19,Mobile,Food
34,M,Cricket,45,5,TV,Food
57,F,Football,70,16,Laptop,Travel
40,F,Football,151,3,Mobile,Sports
41,M,Cricket,114,5,TV,Food
56,M,Football,125,0,Laptop,Sports
35,F,Cricket,45,17,Mobile,Food
54,F,Cricket,36,4,Laptop,Food
51,M,Football,37,3,Laptop,Travel
52,M,Football,59,3,Laptop,Travel
27,M,Football,159,14,Laptop,Sports
59,F,Cricket,59,6,Laptop,Food
54,M,Cricket,103,20,TV,Food
27,M,Football,24,8,Laptop,Travel
60,F,Cricket,117,4,Laptop,Food
32,M,Football,154,7,Laptop,Sports
45,M,Football,47,11,Mobile,Travel
23,M,Cricket,70,20,TV,Gaming
31,M,Football,17,18,Laptop,Travel
56,M,Football,164,18,Laptop,Sports
24,M,Football,12,5,TV,Travel
38,F,Cricket,133,20,Mobile,Food
58,F,Football,173,0,TV,Sports
32,M,Cricket,8,11,Laptop,Food
53,M,Football,108,2,TV,Sports
54,M,Cricket,147,1,TV,Food
22,F,Football,31,13,TV,Gaming
52,F,Cricket,61,14,Laptop,Food
44,F,Cricket,10,4,Mobile,Food
40,F,Cricket,129,9,Laptop,Food
47,F,Football,90,14,Laptop,Travel
51,M,Football,94,16,Laptop,Travel
20,F,Cricket,150,11,TV,Gaming
32,M,Cricket,149,2,Mobile,Food
49,F,Cricket,128,0,TV,Food
23,F,Football,86,0,Laptop,Travel
20,F,Cricket,67,0,TV,Travel
38,F,Cricket,116,11,Laptop,Food
21,F,Cricket,174,9,Laptop,Gaming
54,F,Football,168,13,Laptop,Sports
20,F,Cricket,179,7,TV,Sports
42,F,Cricket,58,0,Mobile,Food
29,F,Cricket,71,11,TV,Travel
20,M,Football,72,10,Laptop,Gaming
36,F,Cricket,78,13,Mobile,Food
44,M,Football,93,2,Laptop,Travel
41,M,Cricket,121,18,Laptop,Food
23,M,Football,146,17,Mobile,Gaming
45,F,Cricket,69,9,Mobile,Food
47,M,Cricket,14,1,Laptop,Food
18,M,Football,74,15,TV,Gaming
60,M,Cricket,89,3,TV,Food
37,F,Cricket,67,16,Mobile,Food
54,M,Cricket,164,17,Mobile,Food
19,F,Cricket,77,13,TV,Gaming
57,F,Cricket,18,12,Mobile,Food
46,F,Cricket,96,7,Laptop,Food
38,M,Football,26,2,Mobile,Travel
20,M,Cricket,148,19,Mobile,Gaming
23,F,Cricket,72,1,TV,Travel
57,F,Football,11,12,Mobile,Travel
42,M,Football,111,20,Laptop,Sports
55,F,Cricket,30,0,Mobile,Food
46,M,Football,20,6,TV,Travel
32,M,Cricket,96,19,TV,Food
18,M,Cricket,158,5,Mobile,Sports
39,M,Football,151,18,Laptop,Sports
18,M,Football,124,11,TV,Gaming
49,M,Cricket,82,0,Mobile,Food
24,F,Football,57,14,Laptop,Gaming
50,F,Football,118,4,TV,Sports
41,F,Football,40,7,Mobile,Travel
34,F,Football,26,8,TV,Travel
30,F,Football,46,10,Laptop,Travel
28,F,Football,8,18,TV,Travel
60,M,Cricket,169,5,Mobile,Food
51,F,Cricket,62,17,Laptop,Food
20,M,Football,24,1,Laptop,Travel
44,F,Cricket,27,14,TV,Food
24,F,Football,81,2,TV,Travel
50,F,Cricket,98,9,Mobile,Food
47,M,Cricket,161,7,Mobile,Food
29,M,Football,170,8,Mobile,Sports
55,M,Football,120,8,Mobile,Sports
51,F,Cricket,47,7,Laptop,Food
46,F,Cricket,146,11,Mobile,Food
52,M,Cricket,59,2,TV,Food
55,M,Cricket,77,3,Laptop,Food
49,M,Cricket,47,4,Laptop,Food
44,M,Cricket,67,1,Mobile,Food
40,M,Football,29,20,Mobile,Travel
48,F,Football,5,15,Mobile,Travel
36,M,Cricket,33,7,Laptop,Food
30,M,Cricket,26,7,Mobile,Travel
33,F,Football,30,9,TV,Travel
43,M,Cricket,78,9,Mobile,Food
48,F,Cricket,69,18,Laptop,Food
44,F,Football,131,12,Laptop,Sports
44,M,Football,177,0,Laptop,Sports
56,M,Football,29,19,Mobile,Travel
31,M,Cricket,116,5,TV,Food
49,M,Cricket,99,2,Mobile,Food
42,F,Football,143,13,TV,Sports
54,M,Football,92,8,Laptop,Travel
60,M,Football,176,3,TV,Sports
20,M,Cricket,36,17,Mobile,Gaming
33,M,Cricket,168,6,TV,Food
23,F,Cricket,112,15,Mobile,Gaming
25,M,Football,147,8,Mobile,Sports
34,F,Cricket,145,16,TV,Food
36,F,Cricket,23,10,Mobile,Food
51,M,Football,91,19,Laptop,Travel
47,M,Cricket,84,1,Laptop,Food
32,M,Football,160,2,TV,Sports
25,M,Football,110,9,Laptop,Sports
24,M,Football,115,16,Laptop,Gaming
35,F,Cricket,116,15,Laptop,Food
38,M,Football,72,12,Mobile,Travel
44,M,Cricket,124,17,TV,Food
48,F,Cricket,5,4,Mobile,Food
28,F,Football,142,6,TV,Sports
30,F,Football,40,5,Mobile,Travel
28,M,Football,139,3,TV,Sports
43,F,Cricket,119,3,Mobile,Food
41,F,Cricket,99,14,Laptop,Food
24,F,Cricket,120,11,Laptop,Gaming
19,F,Football,63,6,TV,Travel
32,M,Football,104,15,Laptop,Sports
48,M,Football,133,16,TV,Sports
46,M,Football,158,16,Mobile,Sports
54,F,Cricket,139,7,TV,Food
38,M,Cricket,70,13,Mobile,Food
40,M,Cricket,152,14,Laptop,Food
60,F,Football,102,18,Mobile,Sports
47,M,Football,20,12,Laptop,Travel
51,F,Football,6,19,TV,Travel
59,F,Football,118,10,TV,Sports
58,M,Cricket,179,1,Mobile,Food
55,M,Cricket,154,7,Laptop,Food
60,F,Football,64,2,Laptop,Travel
48,M,Football,163,19,TV,Sports
33,M,Football,86,15,Laptop,Travel
45,F,Football,101,12,Laptop,Sports
